"likelihood" "bart" "expr" "rank_size"
"1" 0.83632974896641 0.361 4.54430612779553 2
"2" 0.522141530840564 0.977 5.32811090626864 1
"3" 0.124487817019012 0.349 2.61706211876976 3
"4" 0.000646451006116691 0.6 -0.572334798106488 13
"5" 0.00535925702515108 0.505 0.282945577493526 10
"6" 0.122034454261081 0.618 1.89095439550069 4
"7" 0.00022894490572573 0.855 0.385652489300776 8
"8" 3.51803962659371e-08 0.441 -0.627301860813257 14
"9" 3.8273592679713e-16 0.552 -1.0493795372139 15
"10" 0.00291312826750294 0.907 0.257856269603731 11
"11" 0.0513353396741627 0.909 0.353950729483884 9
"12" 1.41382616836401e-09 0.965 0.721448935997347 6
"13" 5.278528809864e-05 0.953 0.40858369208798 7
"14" 8.38972617131211e-07 0.835 1.40517403321922 5
"15" 4.34299781855162e-05 0.433 -0.246353769424107 12
