"likelihood" "bart" "expr" "rank_size"
"1" 4.05529825286101e-14 0.713 2.78041562424186 8
"2" 1.58339561740688e-56 0.68 3.07174190148075 4
"3" 4.99361144719023e-46 0.898 3.01120996521766 5
"4" 4.44528500195988e-10 0.629 3.21331726926744 3
"5" 1.28040688063223e-44 0.735 2.73898421219481 9
"6" 1.09016148485142e-25 0.916 2.23910720941715 14
"7" 3.61661981025567e-28 0.364 2.38303284457656 12
"8" 2.21898799980328e-28 0.728 2.47169713120913 11
"9" 2.72595933288888e-29 0.726 2.23724331860727 15
"10" 3.88365532762065e-34 0.447 2.62993934952046 10
"11" 1.90256189334633e-35 0.645 2.99416450051482 6
"12" 4.63687628511448e-32 0.324 3.40442168844404 1
"13" 7.51107842043951e-20 0.362 3.27489135623643 2
"14" 2.86100519483498e-11 0.603 2.25568210852057 13
"15" 5.4701446087757e-34 0.698 2.78369208643176 7
